publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	package_name	package_id	last_changed	access_start_date	access_end_date	medium	monograph_parent_collection_title	subject_area	status	listprice_eur	language	doi_identifier
Sir Francis Drake and the Famous Voyage, 1577–1580		9780520328310							https://www.degruyter.com/openurl?genre=book&isbn=9780520328310		9780520328310		fulltext		University of California Press	monograph	1984	2021		Reprint 2020	Thrower			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-06-10		Book	Publications of the UCLA Center for Medieval and Renaissance Studies	General Interest	current	110,95	eng	10.1525/9780520328310
Sir Isaac Newton’s Mathematical Principles of Natural Philosophy and His System of the World		9780520321724							https://www.degruyter.com/openurl?genre=book&isbn=9780520321724		9780520321724		fulltext		University of California Press	monograph	1934	2020		Includes reproduction of the t. p. of the 1st ed. of the “Newton’ Principia”, London, 1687. Editor’s note to the present revision signed: R. T. Crawford., Reprint 2020	Cajori			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	150,95	eng	10.1525/9780520321724
Sir Isaac Newton’s mathematical principles on natural philosophy and his system of the world / The System of the World		9780520317116							https://www.degruyter.com/openurl?genre=book&isbn=9780520317116		9780520317116		fulltext		University of California Press	monograph	1962	1962	2	Transl. from “Principia” into English by Andrew Motte in 1729.  Reprint 2019	Motte			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520317116
Sirens of Modernity		9780520976788							https://www.degruyter.com/openurl?genre=book&isbn=9780520976788	Sunya	9780520976788		fulltext		University of California Press	monograph	2022	2022						F	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-03-01	2022-07-26		Book	Cinema Cultures in Contact	Film	current		eng	10.1525/9780520976788
Sister of Wisdom		9780520920187							https://www.degruyter.com/openurl?genre=book&isbn=9780520920187	Newman	9780520920187		fulltext		University of California Press	monograph	1998	1998						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book		Early Modern History	current	169,95	eng	10.1525/9780520920187
Sisters in the Mirror		9780520974647							https://www.degruyter.com/openurl?genre=book&isbn=9780520974647	Shehabuddin	9780520974647		fulltext		University of California Press	monograph	2021	2021						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-08-24		Book		Miscellaneous	current	159,95	eng	10.1525/9780520974647
Sisters of Salome		9780300127256							https://www.degruyter.com/openurl?genre=book&isbn=9780300127256	Bentley	9780300127256		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Miscellaneous	current	127,95	eng	10.12987/9780300127256
Sites of Violence		9780520937055							https://www.degruyter.com/openurl?genre=book&isbn=9780520937055		9780520937055		fulltext		University of California Press	monograph	2004	2004			Hyndman			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Gender Theory	current	334,95	eng	10.1525/9780520937055
Siting Translation		9780520911369							https://www.degruyter.com/openurl?genre=book&isbn=9780520911369	Niranjana	9780520911369		fulltext		University of California Press	monograph	1992	1992		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520911369
Six Acres and a Third		9780520935853							https://www.degruyter.com/openurl?genre=book&isbn=9780520935853	Senapati	9780520935853		fulltext		University of California Press	monograph	2005	2005						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Literary Studies, general	current	334,95	eng	10.1525/9780520935853
Six Dynasties Civilization		9780300157956							https://www.degruyter.com/openurl?genre=book&isbn=9780300157956	Ceaser	9780300157956		fulltext		Yale University Press	monograph	1991	1991						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-03	2021-01-01		Book		Miscellaneous	current	185,95	eng	10.12987/9780300157956
Six Guns and Society		9780520340787							https://www.degruyter.com/openurl?genre=book&isbn=9780520340787	Wright	9780520340787		fulltext		University of California Press	monograph	1975	1975		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520340787
Six Poets		9780300217834							https://www.degruyter.com/openurl?genre=book&isbn=9780300217834	Bennett	9780300217834		fulltext		Yale University Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Poetics 	current	46,95	eng	10.12987/9780300217834
Six years		9780520340619							https://www.degruyter.com/openurl?genre=book&isbn=9780520340619		9780520340619		fulltext		University of California Press	monograph	2001	2001		Reprint 2019	Lippard			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-10	2021-01-01		Book		General Interest	current	332,85	eng	10.1525/9780520340619
Sixteenth Century North America		9780520313156							https://www.degruyter.com/openurl?genre=book&isbn=9780520313156	Sauer	9780520313156		fulltext		University of California Press	monograph	1971	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520313156
Sixty to Zero		9780300158885							https://www.degruyter.com/openurl?genre=book&isbn=9780300158885	Taylor	9780300158885		fulltext		Yale University Press	monograph	2010	2010						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Business Management, other	current	68,95	eng	10.12987/9780300158885
Skepticism and Cognitivism		9780520310131							https://www.degruyter.com/openurl?genre=book&isbn=9780520310131	Johnson	9780520310131		fulltext		University of California Press	monograph	1978	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520310131
Sketches from a Secret War		9780300163520							https://www.degruyter.com/openurl?genre=book&isbn=9780300163520	Snyder	9780300163520		fulltext		Yale University Press	monograph	2005	2005						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Miscellaneous	current	78,95	eng	10.12987/9780300163520
Skiing into Modernity		9780520959897							https://www.degruyter.com/openurl?genre=book&isbn=9780520959897	Denning	9780520959897		fulltext		University of California Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book	Sport in World History	General Interest	current	334,95	eng	10.1525/9780520959897
Skills of the Unskilled		9780520959507							https://www.degruyter.com/openurl?genre=book&isbn=9780520959507	Hagan	9780520959507		fulltext		University of California Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		History of Sociology	current	443,95	eng	10.1525/9780520959507
Skin		9780520954816							https://www.degruyter.com/openurl?genre=book&isbn=9780520954816	Jablonski	9780520954816		fulltext		University of California Press	monograph	2013	2013						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-09	2021-01-01		Book		Anthropology	current	133,95	eng	10.1525/9780520954816
Sky Blue Stone		9780520958357							https://www.degruyter.com/openurl?genre=book&isbn=9780520958357	Khazeni	9780520958357		fulltext		University of California Press	monograph	2014	2014						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book	California World History Library	Global History	current	258,95	eng	10.1525/9780520958357
Slavery and Serfdom in the Middle Ages		9780520311886							https://www.degruyter.com/openurl?genre=book&isbn=9780520311886		9780520311886		fulltext		University of California Press	monograph	1975	2020		Translated and extracted from Mélanges Historiques 1966 by Ecole Pratique des Hautes Etudes, Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book	Publications of the UCLA Center for Medieval and Renaissance Studies	General Interest	current	110,95	eng	10.1525/9780520311886
Slavery and the Commerce Power		9780300135169							https://www.degruyter.com/openurl?genre=book&isbn=9780300135169	Lightner	9780300135169		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Miscellaneous	current	127,95	eng	10.12987/9780300135169
Slaves of One Master		9780300213928							https://www.degruyter.com/openurl?genre=book&isbn=9780300213928	Hopper	9780300213928		fulltext		Yale University Press	monograph	2015	2015						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		Arab World	current	58,95	eng	10.12987/9780300213928
Sleep in Early Modern England		9780300222135							https://www.degruyter.com/openurl?genre=book&isbn=9780300222135	Handley	9780300222135		fulltext		Yale University Press	monograph	2016	2016						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		General European History	current	58,95	eng	10.12987/9780300222135
Sleep of Memory		9780300240474							https://www.degruyter.com/openurl?genre=book&isbn=9780300240474		9780300240474		fulltext		Yale University Press	monograph	2018	2018						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	The Margellos World Republic of Letters	Prose	current	46,95	eng	10.12987/9780300240474
Sleeping Beauty, a Legend in Progress		9780300128826							https://www.degruyter.com/openurl?genre=book&isbn=9780300128826	Scholl	9780300128826		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Music, general	current	127,95	eng	10.12987/9780300128826
Sleeping Like a Baby		9780300129229							https://www.degruyter.com/openurl?genre=book&isbn=9780300129229	Sadeh	9780300129229		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Psychiatry, Psychotherapy	current	78,95	eng	10.12987/9780300129229
Sleeping with the Dictionary		9780520927834							https://www.degruyter.com/openurl?genre=book&isbn=9780520927834	Mullen	9780520927834		fulltext		University of California Press	monograph	2002	2002						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-07	2021-01-01		Book	New California Poetry	Poetics 	current	443,95	eng	10.1525/9780520927834
Slide Mountain		9780520918467							https://www.degruyter.com/openurl?genre=book&isbn=9780520918467	Steinberg	9780520918467		fulltext		University of California Press	monograph	1995	1995						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		United States of America	current	334,95	eng	10.1525/9780520918467
Slow Cooked		9780520384163							https://www.degruyter.com/openurl?genre=book&isbn=9780520384163	Nestle	9780520384163		fulltext		University of California Press	monograph	2022	2022						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2022-10-04		Book	California Studies in Food and Culture	Political Science, other	current	159,95	eng	10.1525/9780520384163
Slow Fade to Black		9780520964242							https://www.degruyter.com/openurl?genre=book&isbn=9780520964242	Jewell	9780520964242		fulltext		University of California Press	monograph	2016	2016						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Genres, other	current	274,95	eng	10.1525/9780520964242
Slowdown		9780300252408							https://www.degruyter.com/openurl?genre=book&isbn=9780300252408		9780300252408		fulltext		Yale University Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book		History of Economics	current	55,95	eng	10.12987/9780300252408
Slum Health		9780520962798							https://www.degruyter.com/openurl?genre=book&isbn=9780520962798		9780520962798		fulltext		University of California Press	monograph	2016	2016			Corburn			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Basic Medical Science, other	current	334,95	eng	10.1525/9780520962798
Slum Travelers		9780520940055							https://www.degruyter.com/openurl?genre=book&isbn=9780520940055		9780520940055		fulltext		University of California Press	monograph	2007	2007			Ross			P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		General European History	current	334,95	eng	10.1525/9780520940055
Small Change		9780300161571							https://www.degruyter.com/openurl?genre=book&isbn=9780300161571	Beller	9780300161571		fulltext		Yale University Press	monograph	1993	1990						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-03	2021-01-01		Book		Political Economics, other	current	102,95	eng	10.12987/9780300161571
Small Groups and Political Rituals in China		9780520316638							https://www.degruyter.com/openurl?genre=book&isbn=9780520316638	Whyte	9780520316638		fulltext		University of California Press	monograph	1974	1974		Reprint 2019				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520316638
Small Wonder		9780300156270							https://www.degruyter.com/openurl?genre=book&isbn=9780300156270	Zimmerman	9780300156270		fulltext		Yale University Press	monograph	2009	2009						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	Icons of America	Global History	current	78,95	eng	10.12987/9780300156270
Smart Alliance		9780300128079							https://www.degruyter.com/openurl?genre=book&isbn=9780300128079	Scharlin	9780300128079		fulltext		Yale University Press	monograph	2008	2004						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book	Yale Agrarian Studies Series	General Interest	current	41,95	eng	10.12987/9780300128079
Smart Girls		9780520959798							https://www.degruyter.com/openurl?genre=book&isbn=9780520959798	Pomerantz	9780520959798		fulltext		University of California Press	monograph	2017	2017						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Gender Theory	current	334,95	eng	10.1525/9780520959798
Smiling Through the Cultural Catastrophe		9780300130522							https://www.degruyter.com/openurl?genre=book&isbn=9780300130522	Hart	9780300130522		fulltext		Yale University Press	monograph	2008	2008						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-01	2021-01-01		Book		Education, other	current	127,95	eng	10.12987/9780300130522
Smoke but No Fire		9780520971943							https://www.degruyter.com/openurl?genre=book&isbn=9780520971943	Henry	9780520971943		fulltext		University of California Press	monograph	2020	2020						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Sociology, other	current	133,95	eng	10.1525/9780520971943
Smoot's Ear		9780300237559							https://www.degruyter.com/openurl?genre=book&isbn=9780300237559	Tavernor	9780300237559		fulltext		Yale University Press	monograph	2007	2022						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-06-07	2022-06-07		Book		Miscellaneous	current	48,95	eng	10.12987/9780300237559
Smutty Little Movies		9780520965362							https://www.degruyter.com/openurl?genre=book&isbn=9780520965362	Alilunas	9780520965362		fulltext		University of California Press	monograph	2016	2016						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-01-20	2021-01-01		Book		Genres, other	current	334,95	eng	10.1525/9780520965362
Snakes		9780520935433							https://www.degruyter.com/openurl?genre=book&isbn=9780520935433	Greene	9780520935433		fulltext		University of California Press	monograph	1997	2020		Reprint 2020				P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2022-11-21	2021-01-01		Book		General Interest	current	110,95	eng	10.1525/9780520935433
Snapshots		9780300245226							https://www.degruyter.com/openurl?genre=book&isbn=9780300245226	Magris	9780300245226		fulltext		Yale University Press	monograph	2019	2019						P	EBA Package: UC Press + Yale ebooks EBA_UCA_YUP	EBA_UCA_YUP	2023-02-07	2021-01-01		Book	The Margellos World Republic of Letters	Literary Studies, general	current	35,95	eng	10.12987/9780300245226
